撰写	0.91696698292	0.0830330170797
宪政	0.922226676806	0.0777733231936
力争	0.900282554807	0.0997174451933
建立	0.902344260632	0.0976557393684
合十	0.900786775602	0.0992132243977
讯息	0.912895522869	0.0871044771312
课题	0.942814176856	0.0571858231437
反扒	0.901160144581	0.0988398554192
我军	0.928570598788	0.0714294012121
骄阳	0.948784680274	0.0512153197265
衬衫	0.904053321559	0.0959466784408
晚餐	0.901332023256	0.0986679767436
骆驼	0.935029002119	0.0649709978815
预定	0.928681186712	0.0713188132881
柳	0.93205448521	0.0679455147905
撰稿人	0.938101642608	0.061898357392
贵金属	0.908547111532	0.0914528884679
遗址	0.906649496091	0.0933505039092
阅读	0.912135187116	0.0878648128844
逛逛	0.903272230208	0.0967277697923
纪念日	0.940683174345	0.059316825655
畅谈	0.906395649157	0.0936043508427
战略	0.911737949544	0.0882620504558
券商	0.900362018765	0.099637981235
定制	0.913572902331	0.0864270976691
产权	0.91233848313	0.0876615168705
产险	0.931492357348	0.0685076426523
签署	0.963805083777	0.0361949162232
业绩	0.935173695472	0.0648263045277
诞辰	0.940852391767	0.059147608233
活力	0.950152392267	0.0498476077326
外企	0.909795379468	0.0902046205322
过头	0.0798182739185	0.920181726081
血性	0.0839765901651	0.916023409835
打架	0.0723204711493	0.927679528851
客栈	0.908337244794	0.0916627552056
才华	0.911443894219	0.0885561057808
欺负	0.0972426915908	0.902757308409
触电	0.0857964216194	0.914203578381
殖民	0.933116125616	0.0668838743838
美景	0.932739041726	0.0672609582738
安排	0.906462763058	0.0935372369416
山水	0.959469258944	0.0405307410565
开发	0.936724057088	0.0632759429117
选出	0.933694550386	0.0663054496139
诞生	0.921467058353	0.0785329416469
气压	0.0690492102137	0.930950789786
老区	0.90190520697	0.0980947930302
主办	0.951030894221	0.0489691057788
泥潭	0.0846518194338	0.915348180566
打动	0.94686518984	0.0531348101599
令	0.0823194936192	0.917680506381
全场	0.919089942171	0.080910057829
男装	0.946530843249	0.0534691567507
改进	0.949642719933	0.050357280067
资讯	0.900140910973	0.0998590890274
获奖	0.951751130987	0.0482488690126
地位	0.900362658561	0.0996373414393
感言	0.920014812875	0.0799851871252
哀嚎	0.0653332372384	0.934666762762
英模	0.901385349108	0.0986146508916
英雄好汉	0.0443892699913	0.955610730009
大成	0.90457952215	0.0954204778496
领域	0.902928381916	0.0970716180838
响应	0.944588524597	0.055411475403
分社	0.921845575642	0.0781544243583
光电	0.909322641271	0.0906773587292
鱼肉	0.0650189078489	0.934981092151
职责	0.925442490876	0.0745575091241
注册	0.919256279789	0.0807437202111
特种	0.903346127531	0.0966538724687
相约	0.924756486755	0.0752435132446
立足	0.920869876044	0.0791301239562
诗意	0.0909022177236	0.909097782276
电视电话会议	0.939169179839	0.0608308201612
风景	0.924346949062	0.075653050938
输出	0.923975465866	0.0760245341343
浓重	0.052703135648	0.947296864352
赢得	0.906632527814	0.0933674721855
深深	0.0788162100012	0.921183789999
自动化	0.915111835236	0.0848881647644
掐	0.0956127666446	0.904387233355
充斥	0.0517498551322	0.948250144868
栏目	0.917397518309	0.0826024816908
人寿	0.909480821676	0.0905191783241
推进	0.942090654981	0.057909345019
隐居	0.909197985082	0.0908020149184
顾问	0.91005395129	0.0899460487096
外设	0.959257347326	0.0407426526739
肩负	0.914465954954	0.0855340450456
玩偶	0.901711610363	0.098288389637
帝国	0.936994672275	0.0630053277248
诡异	0.0787896732006	0.921210326799
