石块	抗议	0.557297312953
生母	旺	0.435069487599
上院	有望	0.453745903106
掩埋	强势	0.419173653891
决不能	手软	0.509787829814
供稿	凶猛	0.45720659937
亲情	悲	0.410088761602
丢掉	整齐	0.425528054275
出现	质疑	0.425700416062
覆盖面	主动	0.411313857668
地	炸	0.4460368558
离职	小儿科	0.4064020875
在	许	0.402567194691
肤色	爱护	0.404554421692
换位	纯粹	0.454014842818
撰写	著名	0.464456591063
倍感	叫好	0.794194205622
出生	富有	0.513619522634
上限	低贱	0.464675220214
挎包	生恐	0.424650721561
了	妙	0.400450118569
争	吃醋	0.406163342169
事	错	0.414518335583
城市	舒适	0.46043645479
灾祸	鲜活	0.407718659021
讲座	艰巨	0.40366763205
抑郁症	抑郁	0.516514346183
为期	活动	0.499816687316
跆拳道	必备	0.442794003529
考察	平	0.413527762617
交	不等	0.410670883133
棚	简易	0.454487833591
喷子	为难	0.403628578129
检	顺畅	0.404118395607
默契	腻	0.414316055718
辟谣	澄清	0.458738995123
交给	逗	0.418330425298
声势	抨击	0.400182600603
人	许	0.459312916272
卡车	悬空	0.496328846267
外交	密切	0.402186890755
脸面	可怜	0.40556636343
见谅	急	0.476520826145
抗击	无畏	0.403750283443
外人	开明	0.414410738155
阵亡	散	0.442932837032
浓	难闻	0.558438834145
更改	既定	0.649198108261
收购	优异	0.492057781171
烤羊肉串	质朴	0.453217870799
宪政	民主	0.662923473621
抽屉	单	0.443442405232
写照	真实	0.490453019505
开工	封闭	0.485617615264
打群架	勤奋	0.442551888073
收费	投诉	0.507101892579
资本主义	万恶	0.446131640206
力争	合理	0.40276029114
出卖	蔑视	0.4892776346
坐定	臭	0.512332886881
阳春	芳香	0.409451074939
泡泡糖	愁	0.402321463713
退学	患	0.413373454259
建立	巩固	0.417673362216
侵华	容许	0.454440203306
对质	成	0.405324058296
微妙	怨恨	0.417631577263
了得	霸道	0.411992480974
夕阳	秀气	0.409351878599
过客	无常	0.469509758263
心思	骗人	0.731102535813
替身	暗黑	0.438920466873
心态	可悲	0.415765469119
心怀	厌烦	0.426221240757
医疗	精干	0.513006666419
侵占	官僚	0.511585686568
因素	突出	0.582429943873
响起	爆炸性	0.459008330021
核电站	偏	0.437656814414
婴儿车	陌生	0.414529894351
进军	兴隆	0.439012803793
族人	鞠躬	0.662118713593
助战	跋扈	0.472111810095
可谓	胜	0.449863216974
高涨	富饶	0.480024580565
龙门阵	顺畅	0.445704081688
扣留	快乐	0.448559055255
合十	坚强	0.430913129836
过门	完整	0.416026208505
冷战	热点	0.417287497906
宣判	嫌弃	0.445405273185
开恩	守法	0.40018103944
草芥	蔑视	0.433486779603
形象	矜持	0.419588510697
学好	愣	0.461890946956
穿过	抖	0.407310003853
天神	不快	0.441215427965
难倒	表扬	0.402489249385
道别	感恩	0.536422194556
人代会	主持	0.432622002666
开辟	开通	0.411393015679
侮辱性	庆祝	0.507678284579
落水	老弱病残	0.498453899414
午休	次	0.417360175977
扶持	宽松	0.420125398978
承受力	主观	0.403482095577
铁树	有趣	0.466710519691
右派	世俗	0.456611538535
掉头	嘀咕	0.575756809712
净利润	经常性	0.442605163912
瞳孔	清澈	0.595496310591
讯息	欢迎	0.442957683955
情节	悬念	0.603304894274
招惹	谩骂	0.428425692776
生命	应有	0.429432885772
暴徒	该死	0.414627094803
报喜	乐观	0.573142911582
战争	独裁	0.44036342075
羞耻	悲哀	0.402262051358
突发性	过硬	0.415237954521
臭豆腐	完	0.497563951781
跳伞	颓废	0.456957446534
套	平板	0.628659766
坐船	怕	0.531528495705
天蝎座	一场空	0.410299078531
局子	牢	0.485894037951
暂行	宽	0.496229101745
亏	便宜	0.58769215838
动工	特许	0.511925464977
犯罪分子	手软	0.492277739764
惊吓	恍惚	0.478914466487
瀑布	抑郁	0.414067684635
蓝	精灵	0.543255518203
设备	精良	0.413696849565
受苦	直率	0.403278793296
深厚	可笑	0.420118836532
细雨	吉祥	0.41028752292
棺材	横	0.410966702076
香纸	敬	0.493883058034
归功	革命	0.4178317158
没法	熊	0.417605797895
上当	责难	0.440947682851
课题	和睦	0.448971028783
趣味	酷爱	0.445589194409
放火	迁怒	0.493422173159
狮子座	一场空	0.439586470926
实验室	新鲜	0.400623998693
相应	强制	0.404310724762
求医	打骂	0.400862185958
文革	清算	0.457439462157
月	系	0.505436103064
负伤	敬礼	0.419953580372
让行	小心眼	0.408462378044
火海	凶猛	0.481352072569
牵动	迎	0.467088007387
荧幕	嘈杂	0.424976243464
校长	感谢	0.426129718417
依偎	精灵	0.401535853916
疾病	患	0.478982957269
例证	利	0.413813500621
高材生	淘气	0.418006069673
狙击	聚焦	0.445967912824
配置	自动	0.59776224677
献策	患	0.519247848855
升降	着急	0.405495325537
节点	周密	0.441633267841
师范	恋	0.4233705888
证券	优异	0.426478914454
下岗	强制性	0.402113066155
侮辱	悲	0.467064407727
机	误	0.443821850857
年代	忧虑	0.443561186817
积怨	生疑	0.486419320503
边角	任意	0.523564318453
角度	枯燥	0.432531704428
口罩	戴	0.487290047603
奔赴	富足	0.478355230729
贩毒	懂行	0.410992538167
高原	较真	0.405695942054
企图	不轨	0.458326949613
求告	奢侈	0.566660828382
勺子	直率	0.44998765623
鼓吹	民主	0.480329738286
挺身	斗	0.502835894219
车位	苦	0.517873658192
古风	亮	0.405406991077
共勉	歌颂	0.428367467296
反扑	靖	0.416571721826
丐帮	心虚	0.400050585488
反扒	庆祝	0.422900569523
确立	纯粹	0.435073605175
